Alert_Number,Organization_Name,Repository_Name,State,Dependency_Package_Ecosystem,Dependency_Package_Name,Dependency_Manifest_Path,Dependency_Scope,Severity,GHSA_ID,CVE_ID,Advisory_Summary,Advisory_Description,Vulnerable_Version_Range,First_Patched_Version,CVSS_Score,CVSS_Vector,CWE_IDs,CWE_Names,Created_At,Updated_At,Dismissed_At,Dismissed_By,Dismissed_Reason,Dismissed_Comment,Fixed_At,Auto_Dismissed_At,URL,References
271,InfoMVyasVDemo,import-test,open,npm,json5,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-9c47-m6qq-7p4h,CVE-2022-46175,Prototype Pollution in JSON5 via Parse Method,"The `parse` method of the JSON5 library before and including version `2.2.1` does not restrict parsing of keys named `__proto__`, allowing specially crafted strings to pollute the prototype of the resulting object.

This vulnerability pollutes the prototype of the object returned by `JSON5.parse` and not the global Object prototype, which is the commonly understood definition of Prototype Pollution. However, polluting the prototype of a single object can have significant security impact for an a",">= 2.0.0, < 2.2.2",2.2.2,7.1,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:L/A:H,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2023-12-28T22:25:00Z,2023-12-28T22:25:00Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/271,"https://github.com/json5/json5/security/advisories/GHSA-9c47-m6qq-7p4h, https://nvd.nist.gov/vuln/detail/CVE-2022-46175, https://github.com/json5/json5/issues/199, https://github.com/json5/json5/issues/295, https://github.com/json5/json5/pull/298"
270,InfoMVyasVDemo,import-test,open,npm,jsonwebtoken,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,medium,GHSA-hjrf-2m68-5959,CVE-2022-23541,jsonwebtoken's insecure implementation of key retrieval function could lead to Forgeable Public/Private Tokens from RSA to HMAC,"# Overview

Versions `<=8.5.1` of `jsonwebtoken` library can be misconfigured so that passing a poorly implemented key retrieval function (referring to the `secretOrPublicKey` argument from the [readme link](https://github.com/auth0/node-jsonwebtoken#jwtverifytoken-secretorpublickey-options-callback)) will result in incorrect verification of tokens. There is a possibility of using a different algorithm and key combination in verification  than the one that was used to sign the tokens. Specifical",<= 8.5.1,9.0.0,5.0,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:L,"CWE-287, CWE-1259","Improper Authentication, Improper Restriction of Security Token Assignment",2023-12-28T22:25:00Z,2023-12-28T22:25:00Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/270,"https://github.com/auth0/node-jsonwebtoken/security/advisories/GHSA-hjrf-2m68-5959, https://github.com/auth0/node-jsonwebtoken/commit/e1fa9dcc12054a8681db4e6373da1b30cf7016e3, https://nvd.nist.gov/vuln/detail/CVE-2022-23541, https://github.com/auth0/node-jsonwebtoken/releases/tag/v9.0.0, https://security.netapp.com/advisory/ntap-20240621-0007"
269,InfoMVyasVDemo,import-test,open,npm,jsonwebtoken,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-8cf7-32gw-wr33,CVE-2022-23539,jsonwebtoken unrestricted key type could lead to legacy keys usage ,"# Overview

Versions `<=8.5.1` of `jsonwebtoken` library could be misconfigured so that legacy, insecure key types are used for signature verification. For example, DSA keys could be used with the RS256 algorithm. 

# Am I affected?

You are affected if you are using an algorithm and a key type other than the combinations mentioned below

| Key type |  algorithm                                    |
|----------|------------------------------------------|
| ec           | ES256, ES384, ES512      ",<= 8.5.1,9.0.0,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,CWE-327,Use of a Broken or Risky Cryptographic Algorithm,2023-12-28T22:25:00Z,2023-12-28T22:25:00Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/269,"https://github.com/auth0/node-jsonwebtoken/security/advisories/GHSA-8cf7-32gw-wr33, https://github.com/auth0/node-jsonwebtoken/commit/e1fa9dcc12054a8681db4e6373da1b30cf7016e3, https://nvd.nist.gov/vuln/detail/CVE-2022-23539, https://security.netapp.com/advisory/ntap-20240621-0007, https://github.com/advisories/GHSA-8cf7-32gw-wr33"
268,InfoMVyasVDemo,import-test,open,npm,qs,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-hrpp-h998-j3pp,CVE-2022-24999,qs vulnerable to Prototype Pollution,"qs before 6.10.3 allows attackers to cause a Node process hang because an `__ proto__` key can be used. In many typical web framework use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as `a[__proto__]=b&a[__proto__]&a[length]=100000000`. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4.",< 6.2.4,6.2.4,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2023-12-28T22:25:00Z,2023-12-28T22:25:00Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/268,"https://nvd.nist.gov/vuln/detail/CVE-2022-24999, https://github.com/ljharb/qs/pull/428, https://github.com/n8tz/CVE-2022-24999, https://github.com/ljharb/qs/commit/4310742efbd8c03f6495f07906b45213da0a32ec, https://github.com/ljharb/qs/commit/727ef5d34605108acb3513f72d5435972ed15b68"
267,InfoMVyasVDemo,import-test,open,npm,qs,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-hrpp-h998-j3pp,CVE-2022-24999,qs vulnerable to Prototype Pollution,"qs before 6.10.3 allows attackers to cause a Node process hang because an `__ proto__` key can be used. In many typical web framework use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as `a[__proto__]=b&a[__proto__]&a[length]=100000000`. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4.",">= 6.5.0, < 6.5.3",6.5.3,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2023-12-28T22:25:00Z,2023-12-28T22:25:00Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/267,"https://nvd.nist.gov/vuln/detail/CVE-2022-24999, https://github.com/ljharb/qs/pull/428, https://github.com/n8tz/CVE-2022-24999, https://github.com/ljharb/qs/commit/4310742efbd8c03f6495f07906b45213da0a32ec, https://github.com/ljharb/qs/commit/727ef5d34605108acb3513f72d5435972ed15b68"
266,InfoMVyasVDemo,import-test,open,npm,qs,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-hrpp-h998-j3pp,CVE-2022-24999,qs vulnerable to Prototype Pollution,"qs before 6.10.3 allows attackers to cause a Node process hang because an `__ proto__` key can be used. In many typical web framework use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as `a[__proto__]=b&a[__proto__]&a[length]=100000000`. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4.",">= 6.7.0, < 6.7.3",6.7.3,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2023-12-28T22:25:00Z,2023-12-28T22:25:00Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/266,"https://nvd.nist.gov/vuln/detail/CVE-2022-24999, https://github.com/ljharb/qs/pull/428, https://github.com/n8tz/CVE-2022-24999, https://github.com/ljharb/qs/commit/4310742efbd8c03f6495f07906b45213da0a32ec, https://github.com/ljharb/qs/commit/727ef5d34605108acb3513f72d5435972ed15b68"
265,InfoMVyasVDemo,import-test,open,npm,qs,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-hrpp-h998-j3pp,CVE-2022-24999,qs vulnerable to Prototype Pollution,"qs before 6.10.3 allows attackers to cause a Node process hang because an `__ proto__` key can be used. In many typical web framework use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as `a[__proto__]=b&a[__proto__]&a[length]=100000000`. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4.",">= 6.10.0, < 6.10.3",6.10.3,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2023-12-28T22:25:00Z,2023-12-28T22:25:00Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/265,"https://nvd.nist.gov/vuln/detail/CVE-2022-24999, https://github.com/ljharb/qs/pull/428, https://github.com/n8tz/CVE-2022-24999, https://github.com/ljharb/qs/commit/4310742efbd8c03f6495f07906b45213da0a32ec, https://github.com/ljharb/qs/commit/727ef5d34605108acb3513f72d5435972ed15b68"
264,InfoMVyasVDemo,import-test,open,npm,decode-uri-component,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-w573-4hg7-7wgq,CVE-2022-38900,decode-uri-component vulnerable to Denial of Service (DoS),decode-uri-component 0.2.0 is vulnerable to Improper Input Validation resulting in DoS.,< 0.2.1,0.2.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-20,Improper Input Validation,2023-12-28T22:25:00Z,2023-12-28T22:25:00Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/264,"https://nvd.nist.gov/vuln/detail/CVE-2022-38900, https://github.com/SamVerschueren/decode-uri-component/issues/5, https://github.com/sindresorhus/query-string/issues/345, https://github.com/SamVerschueren/decode-uri-component/commit/746ca5dcb6667c5d364e782d53c542830e4c10b9, https://github.com/SamVerschueren/decode-uri-component/releases/tag/v0.2.1"
263,InfoMVyasVDemo,import-test,open,npm,loader-utils,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-3rfm-jhwj-7488,CVE-2022-37603,loader-utils is vulnerable to Regular Expression Denial of Service (ReDoS) via url variable,"A Regular expression denial of service (ReDoS) flaw was found in Function interpolateName in interpolateName.js in webpack loader-utils 2.0.0 via the url variable in interpolateName.js. A badly or maliciously formed string could be used to send crafted requests that cause a system to crash or take a disproportional amount of time to process. This issue has been patched in versions 1.4.2, 2.0.4 and 3.2.1.",">= 2.0.0, < 2.0.4",2.0.4,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,Inefficient Regular Expression Complexity,2023-12-28T22:25:00Z,2023-12-28T22:25:00Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/263,"https://nvd.nist.gov/vuln/detail/CVE-2022-37603, https://github.com/webpack/loader-utils/issues/213, https://github.com/webpack/loader-utils/blob/d9f4e23cf411d8556f8bac2d3bf05a6e0103b568/lib/interpolateName.js#L107, https://github.com/webpack/loader-utils/blob/d9f4e23cf411d8556f8bac2d3bf05a6e0103b568/lib/interpolateName.js#L38, https://github.com/webpack/loader-utils/issues/216"
262,InfoMVyasVDemo,import-test,open,npm,loader-utils,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-3rfm-jhwj-7488,CVE-2022-37603,loader-utils is vulnerable to Regular Expression Denial of Service (ReDoS) via url variable,"A Regular expression denial of service (ReDoS) flaw was found in Function interpolateName in interpolateName.js in webpack loader-utils 2.0.0 via the url variable in interpolateName.js. A badly or maliciously formed string could be used to send crafted requests that cause a system to crash or take a disproportional amount of time to process. This issue has been patched in versions 1.4.2, 2.0.4 and 3.2.1.",">= 1.0.0, < 1.4.2",1.4.2,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,Inefficient Regular Expression Complexity,2023-12-28T22:25:00Z,2023-12-28T22:25:00Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/262,"https://nvd.nist.gov/vuln/detail/CVE-2022-37603, https://github.com/webpack/loader-utils/issues/213, https://github.com/webpack/loader-utils/blob/d9f4e23cf411d8556f8bac2d3bf05a6e0103b568/lib/interpolateName.js#L107, https://github.com/webpack/loader-utils/blob/d9f4e23cf411d8556f8bac2d3bf05a6e0103b568/lib/interpolateName.js#L38, https://github.com/webpack/loader-utils/issues/216"
261,InfoMVyasVDemo,import-test,open,npm,loader-utils,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-hhq3-ff78-jv3g,CVE-2022-37599,loader-utils is vulnerable to Regular Expression Denial of Service (ReDoS),"A regular expression denial of service (ReDoS) flaw was found in Function interpolateName in interpolateName.js in webpack loader-utils via the resourcePath variable in interpolateName.js. A badly or maliciously formed string could be used to send crafted requests that cause a system to crash or take a disproportional amount of time to process. This issue has been patched in versions 1.4.2, 2.0.4 and 3.2.1.",">= 2.0.0, < 2.0.4",2.0.4,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-400, CWE-1333","Uncontrolled Resource Consumption, Inefficient Regular Expression Complexity",2023-12-28T22:24:59Z,2023-12-28T22:24:59Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/261,"https://nvd.nist.gov/vuln/detail/CVE-2022-37599, https://github.com/webpack/loader-utils/issues/211, https://github.com/webpack/loader-utils/blob/d9f4e23cf411d8556f8bac2d3bf05a6e0103b568/lib/interpolateName.js#L38, https://github.com/webpack/loader-utils/blob/d9f4e23cf411d8556f8bac2d3bf05a6e0103b568/lib/interpolateName.js#L83, https://github.com/webpack/loader-utils/issues/216"
260,InfoMVyasVDemo,import-test,open,npm,loader-utils,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-hhq3-ff78-jv3g,CVE-2022-37599,loader-utils is vulnerable to Regular Expression Denial of Service (ReDoS),"A regular expression denial of service (ReDoS) flaw was found in Function interpolateName in interpolateName.js in webpack loader-utils via the resourcePath variable in interpolateName.js. A badly or maliciously formed string could be used to send crafted requests that cause a system to crash or take a disproportional amount of time to process. This issue has been patched in versions 1.4.2, 2.0.4 and 3.2.1.",">= 1.0.0, < 1.4.2",1.4.2,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-400, CWE-1333","Uncontrolled Resource Consumption, Inefficient Regular Expression Complexity",2023-12-28T22:24:59Z,2023-12-28T22:24:59Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/260,"https://nvd.nist.gov/vuln/detail/CVE-2022-37599, https://github.com/webpack/loader-utils/issues/211, https://github.com/webpack/loader-utils/blob/d9f4e23cf411d8556f8bac2d3bf05a6e0103b568/lib/interpolateName.js#L38, https://github.com/webpack/loader-utils/blob/d9f4e23cf411d8556f8bac2d3bf05a6e0103b568/lib/interpolateName.js#L83, https://github.com/webpack/loader-utils/issues/216"
259,InfoMVyasVDemo,import-test,open,npm,loader-utils,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,critical,GHSA-76p3-8jx3-jpfq,CVE-2022-37601,Prototype pollution in webpack loader-utils,Prototype pollution vulnerability in function parseQuery in parseQuery.js in webpack loader-utils prior to version 2.0.3 via the name variable in parseQuery.js.,< 1.4.1,1.4.1,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2023-12-28T22:24:59Z,2023-12-28T22:24:59Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/259,"https://nvd.nist.gov/vuln/detail/CVE-2022-37601, https://github.com/webpack/loader-utils/issues/212, https://github.com/webpack/loader-utils/releases/tag/v2.0.3, https://github.com/webpack/loader-utils/pull/217, https://github.com/webpack/loader-utils/pull/220"
258,InfoMVyasVDemo,import-test,open,npm,loader-utils,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,critical,GHSA-76p3-8jx3-jpfq,CVE-2022-37601,Prototype pollution in webpack loader-utils,Prototype pollution vulnerability in function parseQuery in parseQuery.js in webpack loader-utils prior to version 2.0.3 via the name variable in parseQuery.js.,">= 2.0.0, < 2.0.3",2.0.3,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2023-12-28T22:24:59Z,2023-12-28T22:24:59Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/258,"https://nvd.nist.gov/vuln/detail/CVE-2022-37601, https://github.com/webpack/loader-utils/issues/212, https://github.com/webpack/loader-utils/releases/tag/v2.0.3, https://github.com/webpack/loader-utils/pull/217, https://github.com/webpack/loader-utils/pull/220"
257,InfoMVyasVDemo,import-test,open,npm,minimatch,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-f8q6-p94x-37v3,CVE-2022-3517,minimatch ReDoS vulnerability,"A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service.",< 3.0.5,3.0.5,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-400, CWE-1333","Uncontrolled Resource Consumption, Inefficient Regular Expression Complexity",2023-12-28T22:24:59Z,2023-12-28T22:24:59Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/257,"https://nvd.nist.gov/vuln/detail/CVE-2022-3517, https://github.com/grafana/grafana-image-renderer/issues/329, https://github.com/isaacs/minimatch/commit/a8763f4388e51956be62dc6025cec1126beeb5e6, https://github.com/nodejs/node/issues/42510, https://lists.debian.org/debian-lts-announce/2023/01/msg00011.html"
256,InfoMVyasVDemo,import-test,open,npm,jszip,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,medium,GHSA-jg8v-48h5-wgxg,CVE-2021-23413,jszip Vulnerable to Prototype Pollution,"This affects the package jszip before 3.7.0. Crafting a new zip file with filenames set to Object prototype values (e.g `__proto__`, `toString`, etc) results in a returned object with a modified prototype instance.",< 2.7.0,2.7.0,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2023-12-28T22:24:59Z,2023-12-28T22:24:59Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/256,"https://nvd.nist.gov/vuln/detail/CVE-2021-23413, https://github.com/Stuk/jszip/pull/766, https://github.com/Stuk/jszip/commit/22357494f424178cb416cdb7d93b26dd4f824b36, https://github.com/Stuk/jszip/blob/master/lib/object.js%23L88, https://snyk.io/vuln/SNYK-JS-JSZIP-1251497"
255,InfoMVyasVDemo,import-test,open,npm,jszip,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,medium,GHSA-jg8v-48h5-wgxg,CVE-2021-23413,jszip Vulnerable to Prototype Pollution,"This affects the package jszip before 3.7.0. Crafting a new zip file with filenames set to Object prototype values (e.g `__proto__`, `toString`, etc) results in a returned object with a modified prototype instance.",">= 3.0.0, < 3.7.0",3.7.0,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2023-12-28T22:24:59Z,2023-12-28T22:24:59Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/255,"https://nvd.nist.gov/vuln/detail/CVE-2021-23413, https://github.com/Stuk/jszip/pull/766, https://github.com/Stuk/jszip/commit/22357494f424178cb416cdb7d93b26dd4f824b36, https://github.com/Stuk/jszip/blob/master/lib/object.js%23L88, https://snyk.io/vuln/SNYK-JS-JSZIP-1251497"
254,InfoMVyasVDemo,import-test,open,npm,terser,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-4wf5-vphf-c2xc,CVE-2022-25858,Terser insecure use of regular expressions leads to ReDoS,"The package terser before 4.8.1, from 5.0.0 and before 5.14.2 are vulnerable to Regular Expression Denial of Service (ReDoS) due to insecure usage of regular expressions.",< 4.8.1,4.8.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,Inefficient Regular Expression Complexity,2023-12-28T22:24:59Z,2023-12-28T22:24:59Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/254,"https://nvd.nist.gov/vuln/detail/CVE-2022-25858, https://github.com/terser/terser/commit/a4da7349fdc92c05094f41d33d06d8cd4e90e76b, https://github.com/terser/terser/commit/d8cc5691be980d663c29cc4d5ce67e852d597012, https://github.com/terser/terser/blob/master/lib/compress/evaluate.js%23L135, https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-2949722"
253,InfoMVyasVDemo,import-test,open,npm,scss-tokenizer,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-7mwh-4pqv-wmr8,CVE-2022-25758,Regular expression denial of service in scss-tokenizer,"All versions of the package `scss-tokenizer` prior to 0.4.3 are vulnerable to Regular Expression Denial of Service (ReDoS) via the `loadAnnotation()` function, due to the usage of insecure regex.",<= 0.4.2,0.4.3,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,Inefficient Regular Expression Complexity,2023-12-28T22:24:59Z,2023-12-28T22:24:59Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/253,"https://nvd.nist.gov/vuln/detail/CVE-2022-25758, https://github.com/sasstools/scss-tokenizer/issues/45, https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-2936782, https://snyk.io/vuln/SNYK-JS-SCSSTOKENIZER-2339884, https://github.com/sasstools/scss-tokenizer/pull/49"
251,InfoMVyasVDemo,import-test,open,npm,async,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-fwr7-v2mv-hh25,CVE-2021-43138,Prototype Pollution in async,"A vulnerability exists in Async through 3.2.1 for 3.x and through 2.6.3 for 2.x (fixed in 3.2.2 and 2.6.4), which could let a malicious user obtain privileges via the `mapValues()` method.",">= 2.0.0, < 2.6.4",2.6.4,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2023-12-28T22:24:58Z,2023-12-28T22:24:58Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/251,"https://nvd.nist.gov/vuln/detail/CVE-2021-43138, https://github.com/caolan/async/commit/e1ecdbf79264f9ab488c7799f4c76996d5dca66d, https://github.com/caolan/async/blob/master/lib/internal/iterator.js, https://github.com/caolan/async/blob/master/lib/mapValuesLimit.js, https://github.com/caolan/async/pull/1828"
250,InfoMVyasVDemo,import-test,open,npm,ansi-regex,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-93q8-gq69-wqmw,CVE-2021-3807,Inefficient Regular Expression Complexity in chalk/ansi-regex,"ansi-regex is vulnerable to Inefficient Regular Expression Complexity which could lead to a denial of service when parsing invalid ANSI escape codes.

**Proof of Concept**
```js
import ansiRegex from 'ansi-regex';
for(var i = 1; i <= 50000; i++) {
    var time = Date.now();
    var attack_str = ""\u001B[""+"";"".repeat(i*10000);
    ansiRegex().test(attack_str)
    var time_cost = Date.now() - time;
    console.log(""attack_str.length: "" + attack_str.length + "": "" + time_cost+"" ms"")
}
```
The ReDOS i",">= 3.0.0, < 3.0.1",3.0.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-697, CWE-1333","Incorrect Comparison, Inefficient Regular Expression Complexity",2023-12-28T22:24:58Z,2023-12-28T22:24:58Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/250,"https://nvd.nist.gov/vuln/detail/CVE-2021-3807, https://github.com/chalk/ansi-regex/commit/8d1d7cdb586269882c4bdc1b7325d0c58c8f76f9, https://huntr.dev/bounties/5b3cf33b-ede0-4398-9974-800876dfd994, https://github.com/chalk/ansi-regex/issues/38#issuecomment-924086311, https://app.snyk.io/vuln/SNYK-JS-ANSIREGEX-1583908"
249,InfoMVyasVDemo,import-test,open,npm,ansi-regex,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,high,GHSA-93q8-gq69-wqmw,CVE-2021-3807,Inefficient Regular Expression Complexity in chalk/ansi-regex,"ansi-regex is vulnerable to Inefficient Regular Expression Complexity which could lead to a denial of service when parsing invalid ANSI escape codes.

**Proof of Concept**
```js
import ansiRegex from 'ansi-regex';
for(var i = 1; i <= 50000; i++) {
    var time = Date.now();
    var attack_str = ""\u001B[""+"";"".repeat(i*10000);
    ansiRegex().test(attack_str)
    var time_cost = Date.now() - time;
    console.log(""attack_str.length: "" + attack_str.length + "": "" + time_cost+"" ms"")
}
```
The ReDOS i",">= 4.0.0, < 4.1.1",4.1.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-697, CWE-1333","Incorrect Comparison, Inefficient Regular Expression Complexity",2023-12-28T22:24:58Z,2023-12-28T22:24:58Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/249,"https://nvd.nist.gov/vuln/detail/CVE-2021-3807, https://github.com/chalk/ansi-regex/commit/8d1d7cdb586269882c4bdc1b7325d0c58c8f76f9, https://huntr.dev/bounties/5b3cf33b-ede0-4398-9974-800876dfd994, https://github.com/chalk/ansi-regex/issues/38#issuecomment-924086311, https://app.snyk.io/vuln/SNYK-JS-ANSIREGEX-1583908"
248,InfoMVyasVDemo,import-test,open,npm,node-forge,moveworks/js/packages/msft-sharepoint-movewebchat/package-lock.json,development,medium,GHSA-2r2c-g63r-vccr,CVE-2022-24773,Improper Verification of Cryptographic Signature in `node-forge`,"### Impact

RSA PKCS#1 v1.5 signature verification code is not properly checking `DigestInfo` for a proper ASN.1 structure. This can lead to successful verification with signatures that contain invalid structures but a valid digest.

### Patches

The issue has been addressed in `node-forge` `1.3.0`.

### For more information

If you have any questions or comments about this advisory:
* Open an issue in [forge](https://github.com/digitalbazaar/forge)
* Email us at [example email address](mailto:s",< 1.3.0,1.3.0,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-347,Improper Verification of Cryptographic Signature,2023-12-28T22:24:58Z,2023-12-28T22:24:58Z,,,,,,,https://github.com/InfoMVyasVDemo/import-test/security/dependabot/248,"https://github.com/digitalbazaar/forge/security/advisories/GHSA-2r2c-g63r-vccr, https://nvd.nist.gov/vuln/detail/CVE-2022-24773, https://github.com/digitalbazaar/forge/commit/3f0b49a0573ef1bb7af7f5673c0cfebf00424df1, https://github.com/digitalbazaar/forge/commit/bb822c02df0b61211836472e29b9790cc541cdb2, https://github.com/advisories/GHSA-2r2c-g63r-vccr"
